vehiculo,bloque_coste,categoria_coste,dimension_coste,partida,unidad,year,valor,valor_eur,unidad_estandarizada
vehículo articulado de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2021,"0,0678",0.0678,eur/vehículo-km
vehículo articulado de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2022,"0,0797",0.0797,eur/vehículo-km
vehículo articulado de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2023,"0,0790",0.079,eur/vehículo-km
vehículo articulado de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2024,"0,0794",0.0794,eur/vehículo-km
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2017,"19.937,40",19937.4,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2018,"20.160,31",20160.31,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2019,"20.342,28",20342.28,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2020,"20.519,53",20519.53,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2021,"20.724,88",20724.88,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2022,"21.386,92",21386.92,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2023,"22.132,59",22132.59,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2024,"22.643,95",22643.95,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2017,"3.221,68",3221.68,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2018,"2.929,97",2929.97,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2019,"3.076,60",3076.6,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2020,"2.895,83",2895.83,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2021,"2.997,41",2997.41,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2022,"3.679,58",3679.58,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2023,"6.145,90",6145.9,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2024,"6.314,28",6314.28,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2017,"32.228,15",32228.15,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2018,"32.848,19",32848.19,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2019,"33.356,71",33356.71,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2020,"33.816,11",33816.11,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2021,"34.448,37",34448.37,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2022,"34.943,94",34943.94,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2023,"36.203,01",36203.01,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2024,"38.129,74",38129.74,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2017,"6.170,40",6170.4,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2018,"6.270,75",6270.75,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2019,"6.410,47",6410.47,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2020,"6.422,47",6422.47,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2021,"6.477,75",6477.75,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2022,"6.539,96",6539.96,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2023,"6.752,51",6752.51,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2024,"7.313,32",7313.32,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2017,"772,63",772.63,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2018,"786,35",786.35,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2019,"800,04",800.04,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2020,"799,04",799.04,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2021,"804,95",804.95,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2022,"852,40",852.4,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2023,"906,10",906.1,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2024,"933,85",933.85,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2017,"47.286,46",47286.46,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2018,"53.655,72",53655.72,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2019,"53.181,44",53181.44,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2020,"47.437,26",47437.26,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2021,"53.300,67",53300.67,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2022,"74.861,66",74861.66,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2023,"68.993,66",68993.66,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2024,"65.430,92",65430.92,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2017,"2.048,38",2048.38,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2018,"2.086,25",2086.25,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2019,"2.120,13",2120.13,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2020,"2.154,09",2154.09,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2021,"2.201,49",2201.49,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2022,"2.286,08",2286.08,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2023,"2.430,59",2430.59,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2024,"2.534,99",2534.99,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2017,"6.745,29",6745.29,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2018,"6.770,61",6770.61,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2019,"6.735,21",6735.21,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2020,"6.828,15",6828.15,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2021,"6.959,91",6959.91,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2022,"7.586,88",7586.88,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2023,"8.347,14",8347.14,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2024,"8.577,12",8577.12,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2017,"2.234,44",2234.44,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2018,"2.275,76",2275.76,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2019,"2.312,70",2312.7,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2020,"2.349,79",2349.79,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2021,"2.401,43",2401.43,eur/año
vehículo articulado de carga general en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2022,"2.493,75",2493.75,eur/año
