Año,CCAA,Ámbito,Categoría,Tipo Mercancía,Ton-Km(millones),Toneladas(miles)
2018,Cantabria,Interregional,Recibido,Combustibles Minerales Sólidos,38.65,250.3
2018,Cantabria,Interregional,Recibido,Productos Petrolíferos,131.02,848.11
2018,Cantabria,Interregional,Recibido,Minerales Y Residuos Para Refundición,111.54,394.35
2018,Cantabria,Interregional,Recibido,Productos Metalúrgicos,73.55,247.08
2018,Cantabria,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,406.52,2302.51
2018,Cantabria,Interregional,Recibido,Abonos,19.33,75.7
2018,Cantabria,Interregional,Recibido,Productos Químicos,183.31,639.39
2018,Cantabria,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",475.43,1536.02
2018,Cantabria,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,5.43,15.07
2018,Cantabria,Internacional,Expedido,Productos Alimenticios Y Forrajes,86.28,88.63
2018,Cantabria,Internacional,Expedido,Productos Metalúrgicos,274.74,235.72
2018,Cantabria,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,101.31,193.36
2018,Cantabria,Internacional,Expedido,Productos Químicos,126.84,177.4
2018,Cantabria,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",137.33,141.44
2018,Cantabria,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,29.83,82.32
2018,Cantabria,Internacional,Recibido,Productos Alimenticios Y Forrajes,6.92,6.2
2018,Cantabria,Internacional,Recibido,Productos Metalúrgicos,65.99,61.24
2018,Cantabria,Internacional,Recibido,Productos Químicos,74.3,76.33
2018,Cantabria,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",59.99,74.36
2018,Castilla - La Mancha,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,9.43,1387.85
2018,Castilla - La Mancha,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,11.11,3007.56
2018,Castilla - La Mancha,Intrarregional,Intramunicipal,Productos Petrolíferos,2.47,207.84
2018,Castilla - La Mancha,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.02,4.38
2018,Castilla - La Mancha,Intrarregional,Intramunicipal,Productos Metalúrgicos,0.06,16.41
2018,Castilla - La Mancha,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,37.87,6909.8
2018,Castilla - La Mancha,Intrarregional,Intramunicipal,Abonos,1.69,383.23
2018,Castilla - La Mancha,Intrarregional,Intramunicipal,Productos Químicos,0.53,54.29
2018,Castilla - La Mancha,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",7.19,1323.97
2018,Castilla - La Mancha,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,291.94,3997.82
2018,Castilla - La Mancha,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,932.62,10404.14
2018,Castilla - La Mancha,Intrarregional,Intermunicipal,Combustibles Minerales Sólidos,7.18,33.3
2018,Castilla - La Mancha,Intrarregional,Intermunicipal,Productos Petrolíferos,68.67,1010.22
2018,Castilla - La Mancha,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,9.04,115.67
2018,Castilla - La Mancha,Intrarregional,Intermunicipal,Productos Metalúrgicos,15.83,233.61
2018,Castilla - La Mancha,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,595.69,16694.79
2018,Castilla - La Mancha,Intrarregional,Intermunicipal,Abonos,127.85,1520.87
2018,Castilla - La Mancha,Intrarregional,Intermunicipal,Productos Químicos,26.51,304.94
2018,Castilla - La Mancha,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",299.36,3469.71
2018,Castilla - La Mancha,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1198.25,5163.39
2018,Castilla - La Mancha,Interregional,Expedido,Productos Alimenticios Y Forrajes,3762.37,12392.9
2018,Castilla - La Mancha,Interregional,Expedido,Combustibles Minerales Sólidos,72.19,272.34
2018,Castilla - La Mancha,Interregional,Expedido,Productos Petrolíferos,287.86,1247.51
2018,Castilla - La Mancha,Interregional,Expedido,Minerales Y Residuos Para Refundición,78.72,475.33
2018,Castilla - La Mancha,Interregional,Expedido,Productos Metalúrgicos,185.41,574.4
2018,Castilla - La Mancha,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1367.24,8994.34
2018,Castilla - La Mancha,Interregional,Expedido,Abonos,210.41,691.15
2018,Castilla - La Mancha,Interregional,Expedido,Productos Químicos,493.94,1651.84
2018,Castilla - La Mancha,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2538.37,8862.4
2018,Castilla - La Mancha,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1018.61,3359.91
2018,Castilla - La Mancha,Interregional,Recibido,Productos Alimenticios Y Forrajes,2546.47,9198.19
2018,Castilla - La Mancha,Interregional,Recibido,Combustibles Minerales Sólidos,24.95,90.86
2018,Castilla - La Mancha,Interregional,Recibido,Productos Petrolíferos,355.14,1597.33
2018,Castilla - La Mancha,Interregional,Recibido,Minerales Y Residuos Para Refundición,41.18,192.64
2018,Castilla - La Mancha,Interregional,Recibido,Productos Metalúrgicos,572.11,1390.99
2018,Castilla - La Mancha,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,799.61,5230.25
2018,Castilla - La Mancha,Interregional,Recibido,Abonos,356.34,1246.62
2018,Castilla - La Mancha,Interregional,Recibido,Productos Químicos,443.84,1600.2
2018,Castilla - La Mancha,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2521.12,9201.43
2018,Castilla - La Mancha,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,172.8,104.31
2018,Castilla - La Mancha,Internacional,Expedido,Productos Alimenticios Y Forrajes,709.47,532.48
2018,Castilla - La Mancha,Internacional,Expedido,Productos Petrolíferos,46.47,59.4
2018,Castilla - La Mancha,Internacional,Expedido,Productos Metalúrgicos,53.5,44.69
2018,Castilla - La Mancha,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,24.23,33.92
2018,Castilla - La Mancha,Internacional,Expedido,Abonos,7.94,16.15
2018,Castilla - La Mancha,Internacional,Expedido,Productos Químicos,176.99,149.22
2018,Castilla - La Mancha,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",344.12,309.55
2018,Castilla - La Mancha,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,144.13,117.85
2018,Castilla - La Mancha,Internacional,Recibido,Productos Alimenticios Y Forrajes,368.9,320.98
2018,Castilla - La Mancha,Internacional,Recibido,Productos Metalúrgicos,124.85,73.58
2018,Castilla - La Mancha,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,42.33,26.4
2018,Castilla - La Mancha,Internacional,Recibido,Abonos,25.41,14.95
2018,Castilla - La Mancha,Internacional,Recibido,Productos Químicos,102.56,92.91
2018,Castilla - La Mancha,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",664.27,486.43
2018,Castilla y León,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,2.74,387.68
2018,Castilla y León,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,27.97,3560.47
2018,Castilla y León,Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,0.35,49.99
2018,Castilla y León,Intrarregional,Intramunicipal,Productos Petrolíferos,6.43,552.09
2018,Castilla y León,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,3.85,322.24
2018,Castilla y León,Intrarregional,Intramunicipal,Productos Metalúrgicos,0.81,79.77
2018,Castilla y León,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,42.23,7019.75
2018,Castilla y León,Intrarregional,Intramunicipal,Abonos,0.1,41.61
2018,Castilla y León,Intrarregional,Intramunicipal,Productos Químicos,0.84,108.69
2018,Castilla y León,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",16.49,2399.65
2018,Castilla y León,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,954.13,12049.5
2018,Castilla y León,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,1038.63,12964.4
2018,Castilla y León,Intrarregional,Intermunicipal,Combustibles Minerales Sólidos,12.57,578.0
2018,Castilla y León,Intrarregional,Intermunicipal,Productos Petrolíferos,306.19,4927.29
2018,Castilla y León,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,30.74,440.49
2018,Castilla y León,Intrarregional,Intermunicipal,Productos Metalúrgicos,34.49,327.57
2018,Castilla y León,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,810.46,19462.63
2018,Castilla y León,Intrarregional,Intermunicipal,Abonos,70.98,1367.13
2018,Castilla y León,Intrarregional,Intermunicipal,Productos Químicos,30.6,410.99
2018,Castilla y León,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",551.36,8284.15
2018,Castilla y León,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1515.5,4928.29
2018,Castilla y León,Interregional,Expedido,Productos Alimenticios Y Forrajes,3488.62,9917.5
2018,Castilla y León,Interregional,Expedido,Combustibles Minerales Sólidos,21.98,92.19
2018,Castilla y León,Interregional,Expedido,Productos Petrolíferos,53.69,303.65
2018,Castilla y León,Interregional,Expedido,Minerales Y Residuos Para Refundición,162.93,636.09
2018,Castilla y León,Interregional,Expedido,Productos Metalúrgicos,248.25,912.59
2018,Castilla y León,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1412.35,6528.94
2018,Castilla y León,Interregional,Expedido,Abonos,114.37,331.74
2018,Castilla y León,Interregional,Expedido,Productos Químicos,382.12,1252.01
2018,Castilla y León,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2719.89,7644.12
2018,Castilla y León,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1604.49,5129.37
2018,Castilla y León,Interregional,Recibido,Productos Alimenticios Y Forrajes,2386.98,7365.94
2018,Castilla y León,Interregional,Recibido,Combustibles Minerales Sólidos,53.34,272.8
2018,Castilla y León,Interregional,Recibido,Productos Petrolíferos,208.32,1047.72
2018,Castilla y León,Interregional,Recibido,Minerales Y Residuos Para Refundición,48.97,183.3
2018,Castilla y León,Interregional,Recibido,Productos Metalúrgicos,631.61,1717.49
2018,Castilla y León,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,889.73,3332.98
2018,Castilla y León,Interregional,Recibido,Abonos,564.98,1565.57
2018,Castilla y León,Interregional,Recibido,Productos Químicos,489.89,1178.79
2018,Castilla y León,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2612.96,7425.22
2018,Castilla y León,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,227.72,243.57
2018,Castilla y León,Internacional,Expedido,Productos Alimenticios Y Forrajes,327.09,351.97
2018,Castilla y León,Internacional,Expedido,Productos Petrolíferos,7.35,7.21
2018,Castilla y León,Internacional,Expedido,Productos Metalúrgicos,169.48,167.47
2018,Castilla y León,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,133.45,339.61
2018,Castilla y León,Internacional,Expedido,Abonos,14.45,30.57
2018,Castilla y León,Internacional,Expedido,Productos Químicos,59.35,50.63
2018,Castilla y León,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",852.06,835.32
2018,Castilla y León,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,356.24,384.84
2018,Castilla y León,Internacional,Recibido,Productos Alimenticios Y Forrajes,323.24,298.58
2018,Castilla y León,Internacional,Recibido,Minerales Y Residuos Para Refundición,16.22,15.95
2018,Castilla y León,Internacional,Recibido,Productos Metalúrgicos,142.78,153.3
2018,Castilla y León,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,4.31,15.19
2018,Castilla y León,Internacional,Recibido,Abonos,104.9,145.59
2018,Castilla y León,Internacional,Recibido,Productos Químicos,170.74,171.95
2018,Castilla y León,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",806.08,818.3
2018,Cataluña,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,23.63,2730.22
2018,Cataluña,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,39.59,4777.62
2018,Cataluña,Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,0.65,65.15
2018,Cataluña,Intrarregional,Intramunicipal,Productos Petrolíferos,5.8,685.56
2018,Cataluña,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,1.18,289.09
2018,Cataluña,Intrarregional,Intramunicipal,Productos Metalúrgicos,13.57,1499.09
2018,Cataluña,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,71.23,11251.28
2018,Cataluña,Intrarregional,Intramunicipal,Abonos,6.69,1052.43
2018,Cataluña,Intrarregional,Intramunicipal,Productos Químicos,14.12,1458.63
2018,Cataluña,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",50.2,6537.72
2018,Cataluña,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,1099.05,13336.87
2018,Cataluña,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,1816.85,27012.59
2018,Cataluña,Intrarregional,Intermunicipal,Combustibles Minerales Sólidos,13.38,182.12
2018,Cataluña,Intrarregional,Intermunicipal,Productos Petrolíferos,436.88,6371.08
2018,Cataluña,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,94.91,2201.23
2018,Cataluña,Intrarregional,Intermunicipal,Productos Metalúrgicos,214.74,4600.57
2018,Cataluña,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1946.97,60439.12
2018,Cataluña,Intrarregional,Intermunicipal,Abonos,110.79,2057.56
2018,Cataluña,Intrarregional,Intermunicipal,Productos Químicos,583.85,10018.28
2018,Cataluña,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1847.13,33195.69
2018,Cataluña,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1188.71,3980.1
2018,Cataluña,Interregional,Expedido,Productos Alimenticios Y Forrajes,3723.08,8893.39
2018,Cataluña,Interregional,Expedido,Combustibles Minerales Sólidos,27.62,108.75
2018,Cataluña,Interregional,Expedido,Productos Petrolíferos,235.09,853.63
2018,Cataluña,Interregional,Expedido,Minerales Y Residuos Para Refundición,201.83,513.06
2018,Cataluña,Interregional,Expedido,Productos Metalúrgicos,861.86,1473.68
2018,Cataluña,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,553.38,2690.6
2018,Cataluña,Interregional,Expedido,Abonos,314.51,759.31
2018,Cataluña,Interregional,Expedido,Productos Químicos,2054.03,4281.56
2018,Cataluña,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",6715.68,13018.85
2018,Cataluña,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,2325.5,5416.27
2018,Cataluña,Interregional,Recibido,Productos Alimenticios Y Forrajes,3939.08,7786.03
2018,Cataluña,Interregional,Recibido,Combustibles Minerales Sólidos,24.85,30.08
2018,Cataluña,Interregional,Recibido,Productos Petrolíferos,81.7,162.28
2018,Cataluña,Interregional,Recibido,Minerales Y Residuos Para Refundición,280.26,633.02
2018,Cataluña,Interregional,Recibido,Productos Metalúrgicos,985.24,1624.71
2018,Cataluña,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,898.01,2462.83
2018,Cataluña,Interregional,Recibido,Abonos,171.65,347.77
2018,Cataluña,Interregional,Recibido,Productos Químicos,987.55,1934.34
2018,Cataluña,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",5181.14,10346.6
2018,Cataluña,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,1210.05,1220.95
2018,Cataluña,Internacional,Expedido,Productos Alimenticios Y Forrajes,1569.35,1843.64
2018,Cataluña,Internacional,Expedido,Combustibles Minerales Sólidos,13.16,30.62
2018,Cataluña,Internacional,Expedido,Productos Petrolíferos,79.58,136.75
2018,Cataluña,Internacional,Expedido,Productos Metalúrgicos,533.61,659.72
2018,Cataluña,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,414.26,1150.66
2018,Cataluña,Internacional,Expedido,Abonos,42.29,45.26
2018,Cataluña,Internacional,Expedido,Productos Químicos,1088.88,1176.04
2018,Cataluña,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2234.02,2630.12
2018,Cataluña,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,1029.36,1524.2
2018,Cataluña,Internacional,Recibido,Productos Alimenticios Y Forrajes,1691.52,1694.14
2018,Cataluña,Internacional,Recibido,Productos Petrolíferos,31.09,33.32
2018,Cataluña,Internacional,Recibido,Minerales Y Residuos Para Refundición,236.12,523.09
2018,Cataluña,Internacional,Recibido,Productos Metalúrgicos,250.12,419.83
