Año,Vehículo,Categoría Costes,Subcategoría Costes,Tipo Costes,Costes Unitarios,Costes Anuales
2019,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0433,2164.9
2020,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0437,2183.97
2021,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0441,2206.19
2022,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0456,2279.01
2023,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0472,2361.34
2024,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0483,2416.11
2017,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0068,341.4
2018,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0062,310.49
2019,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0065,326.03
2020,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0061,306.87
2021,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0064,317.64
2022,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0078,389.92
2023,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.013,651.28
2024,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0134,669.12
2017,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5226,26130.94
2018,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5327,26633.67
2019,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5409,27045.98
2020,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5484,27418.48
2021,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5586,27931.11
2022,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5667,28332.93
2023,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5871,29353.8
2024,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.6183,30916.01
2017,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0712,3558.67
2018,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0723,3616.54
2019,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0739,3697.11
2020,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0741,3704.04
2021,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0747,3735.93
2022,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0754,3771.81
2023,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0779,3894.39
2024,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0844,4217.83
2017,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0088,438.46
2018,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0089,446.25
2019,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0091,454.02
2020,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0091,453.45
2021,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0091,456.8
2022,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0097,483.72
2023,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0103,514.2
2024,Furgoneta,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0106,529.96
2017,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.0994,4967.69
2018,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.1094,5470.7
2019,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.1092,5461.67
2020,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.0977,4887.26
2021,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.1109,5542.93
2022,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.1632,8161.44
2023,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.1439,7194.27
2024,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.1343,6714.19
2017,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0045,224.35
2018,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0046,228.5
2019,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0046,232.21
2020,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0047,235.93
2021,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0048,241.12
2022,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.005,250.38
2023,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0053,266.22
2024,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0056,277.65
2017,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0109,545.35
2018,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0109,547.4
2019,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0109,544.54
2020,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.011,552.06
2021,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0113,562.71
2022,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0123,613.39
2023,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0135,674.86
2024,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0139,693.46
2017,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0084,422.29
2018,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0086,430.09
2019,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0087,437.08
2020,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0089,444.09
2021,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0091,453.85
2022,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0094,471.29
2023,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.01,501.06
2024,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0105,522.6
2017,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.015,750.71
2018,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0153,764.59
2019,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0155,777.01
2020,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0158,789.46
2021,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0161,806.83
2022,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0168,837.84
2023,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0178,890.79
2024,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0186,929.05
2017,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.0986,4930.96
2018,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1005,5025.7
2019,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1021,5103.45
2020,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1035,5174.01
2021,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1054,5270.18
2022,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1069,5346.06
2023,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1108,5538.61
2024,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1167,5834.09
2017,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2018,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2019,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2020,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2021,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2022,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2023,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2024,Furgoneta,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2017,Furgoneta,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0578,2888.18
2018,Furgoneta,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0593,2965.3
2019,Furgoneta,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0601,3005.86
2020,Furgoneta,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.06,2999.73
2021,Furgoneta,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0618,3089.14
2022,Furgoneta,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0662,3310.96
2023,Furgoneta,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0674,3369.65
2024,Furgoneta,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0698,3491.81
2017,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1419,17023.85
2018,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1434,17213.57
2019,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1447,17367.76
2020,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.146,17519.51
2021,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1475,17695.62
2022,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1522,18265.88
2023,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1576,18908.85
2024,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1612,19346.18
2017,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0243,2912.97
2018,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0221,2649.22
2019,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0232,2781.79
2020,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0218,2618.35
2021,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0226,2710.19
2022,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0277,3326.99
2023,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0463,5556.99
2024,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0476,5709.23
2017,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.242,29034.38
2018,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2466,29592.97
2019,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2504,30051.09
2020,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2539,30464.97
2021,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2586,31034.57
2022,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2623,31481.03
2023,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2718,32615.33
2024,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2863,34351.12
2017,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.061,7321.34
2018,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.062,7440.4
2019,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0634,7606.17
2020,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0635,7620.43
2021,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0641,7686.02
2022,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0647,7759.83
2023,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0668,8012.02
2024,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0723,8677.43
2017,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0068,813.1
2018,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0069,827.54
2019,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.007,841.95
2020,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.007,840.89
2021,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0071,847.12
2022,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0075,897.05
2023,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0079,953.56
2024,Frigorífico Articulado,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0082,982.76
2017,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3285,39425.2
2018,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3651,43813.48
2019,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3601,43208.82
2020,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.317,38039.27
2021,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3641,43691.13
2022,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.5544,66527.21
2023,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4838,58058.41
2024,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4502,54025.14
2017,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0137,1638.71
2018,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0139,1669.0
2019,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0141,1696.11
2020,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0144,1723.27
2021,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0147,1761.18
2022,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0152,1828.87
2023,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0162,1944.47
2024,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0169,2027.99
2017,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.045,5396.23
2018,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0451,5416.49
2019,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0449,5388.17
2020,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0455,5462.52
2021,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0464,5567.93
2022,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0506,6069.51
2023,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0556,6677.71
2024,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0572,6861.7
2017,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0176,2111.43
2018,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0179,2150.43
2019,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0182,2185.38
2020,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0185,2220.39
2021,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0189,2269.2
2022,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0196,2356.44
2023,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0209,2505.36
2024,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0218,2613.0
2017,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0369,4433.79
2018,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0376,4515.72
2019,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0382,4589.07
2020,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0389,4662.57
2021,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0397,4765.17
2022,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0412,4948.29
2023,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0438,5261.07
2024,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0457,5487.03
2017,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.115,13804.41
2018,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1172,14069.92
2019,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1191,14287.34
2020,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1207,14485.16
2021,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.123,14756.0
2022,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1247,14967.38
2023,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1292,15506.67
2024,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1361,16331.91
2017,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0157,1888.49
2018,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.016,1922.05
2019,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0163,1955.51
2020,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0163,1953.06
2021,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0164,1967.52
2022,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0174,2083.49
2023,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0185,2214.72
2024,Frigorífico Articulado,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.019,2282.59
2017,Frigorífico Articulado,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0681,8177.25
2018,Frigorífico Articulado,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0711,8533.25
2019,Frigorífico Articulado,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0715,8577.35
2020,Frigorífico Articulado,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0691,8294.67
2021,Frigorífico Articulado,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.073,8758.86
2022,Frigorífico Articulado,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0869,10433.28
2023,Frigorífico Articulado,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0857,10283.99
2024,Frigorífico Articulado,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.086,10315.24
2017,Frigorífico Articulado En Transporte Internacional,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1433,21488.42
2018,Frigorífico Articulado En Transporte Internacional,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1448,21727.29
2019,Frigorífico Articulado En Transporte Internacional,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1461,21920.74
2020,Frigorífico Articulado En Transporte Internacional,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1474,22112.7
2021,Frigorífico Articulado En Transporte Internacional,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1489,22335.74
